0.000000000000000000e+00 3.830000000000001875e+14 3.673550406131648101e+35 3.544837422940636032e+34 0.000000000000000000e+00 -6.100616430616498942e-01 0.000000000000000000e+00 1.051706043975381025e+21 0.000000000000000000e+00 3.000000000000000000e+00
5.256154905177947512e+03 3.829967145159283125e+14 3.673515852536217724e+35 3.544746197820659783e+34 2.486249999999999979e+26 -6.100571135508954246e-01 7.025306643131311235e-06 1.051703662108246409e+21 -8.617547406153822247e-10 3.000000000000000000e+00
1.051230981035589502e+04 3.829868580554076875e+14 3.673412192132115091e+35 3.544472531620756493e+34 1.988956502531645982e+27 -6.100435251050975172e-01 2.810090814596129258e-05 1.051696516623416295e+21 -1.723486703066792794e-09 3.000000000000000000e+00
1.576846471553384436e+04 3.829704304310941250e+14 3.673239424357625777e+35 3.544016447310949771e+34 6.712535439145432482e+27 -6.100208780053184565e-01 6.322633816320320343e-05 1.051684607752867283e+21 -2.585188612583882334e-09 3.000000000000000000e+00
2.102461962071179005e+04 3.829474313218267500e+14 3.672997548182750001e+35 3.543377982927220402e+34 1.591056458151364573e+28 -6.099891726668662528e-01 1.124006881835025424e-04 1.051667935876797563e+21 -3.446842320040430164e-09 3.000000000000000000e+00
2.628077452588973756e+04 3.829178602865201875e+14 3.672686562255343637e+35 3.542557191957713838e+34 3.107374156038976602e+28 -6.099484096831517821e-01 1.756226977411850132e-04 1.051646501533758783e+21 -4.308431391616185980e-09 3.000000000000000000e+00
3.153692943106768871e+04 3.828817167592856875e+14 3.672306464849825931e+35 3.541554143207903258e+34 5.369209047444043890e+28 -6.098985898191686683e-01 2.528907473653674277e-04 1.051620305417199550e+21 -5.169939566385869629e-09 3.000000000000000000e+00
3.679308433624563622e+04 3.828390000486340625e+14 3.671857253858845269e+35 3.540368920779293265e+34 8.525479348974979756e+28 -6.098397140106603942e-01 3.442028570644419276e-04 1.051589348374994223e+21 -6.031350610928186282e-09 3.000000000000000000e+00
4.204923924142358010e+04 3.827897093371677500e+14 3.671338926790089360e+35 3.539001624061884853e+34 1.272500224276423491e+29 -6.097717833640190488e-01 4.495566853927778959e-04 1.051553631409348805e+21 -6.892648289629196240e-09 3.000000000000000000e+00
4.730539414660153125e+04 3.827338436813619375e+14 3.670751480764045066e+35 3.537452367729308229e+34 1.811647703384447374e+29 -6.096947991563685942e-01 5.689495285461605234e-04 1.051513155676793733e+21 -7.753816354872349908e-09 3.000000000000000000e+00
5.256154905177947512e+04 3.826714020113550000e+14 3.670094912511860792e+35 3.535721281734397448e+34 2.484846830588390243e+29 -6.096087628357180765e-01 7.023783193781037463e-04 1.051467922488209965e+21 -8.614838542145482044e-09 3.000000000000000000e+00
5.781770395695742627e+04 3.826023831307260625e+14 3.669369218373091559e+35 3.533808511304605926e+34 3.306938907503903508e+29 -6.095136760211585791e-01 8.498396263041980850e-04 1.051417933308866724e+21 -9.475698566672413182e-09 3.000000000000000000e+00
6.307385886213537742e+04 3.825267857162524375e+14 3.668574394293233776e+35 3.531714216937057186e+34 4.292748394167531876e+29 -6.094095405030899304e-01 1.011329652086499428e-03 1.051363189758470128e+21 -1.033638012059632190e-08 3.000000000000000000e+00
