0.000000000000000000e+00 6.204970366063563116e-04 6.622053068505753511e-04 6.390031152085634677e-05 0.000000000000000000e+00 -6.100616430616498942e-01 0.000000000000000000e+00 1.170199977654484025e+00 0.000000000000000000e+00 3.000000000000000000e+00
3.558576028948976649e-02 6.204917138044491751e-04 6.621990781149558357e-04 6.389866706925264976e-05 1.249999999999999943e-07 -6.100571135508954246e-01 7.025306643131311235e-06 1.170197327426424794e+00 -1.272845197095221587e-04 3.000000000000000000e+00
7.117152057897953299e-02 6.204757453852730335e-04 6.621803919769918322e-04 6.389373387956293396e-05 9.999781309862472899e-07 -6.100435251050975172e-01 2.810090814596129258e-05 1.170189376871955345e+00 -2.545656749958223109e-04 3.000000000000000000e+00
1.067572808684693064e-01 6.204491310453121022e-04 6.621492483354266640e-04 6.388551236585181530e-05 3.374829280616104853e-06 -6.100208780053184565e-01 6.322633816320320343e-05 1.170176126249188542e+00 -3.818423913470860519e-04 3.000000000000000000e+00
1.423430411579590660e-01 6.204118702642546146e-04 6.621056470045899502e-04 6.387400321376735174e-05 7.999278321525210651e-06 -6.099891726668662528e-01 1.124006881835025424e-04 1.170157575981158660e+00 -5.091119880669327680e-04 3.000000000000000000e+00
1.779288014474488255e-01 6.203639623274997744e-04 6.620495877407398151e-04 6.385920738750307138e-05 1.562279615906976660e-05 -6.099484096831517821e-01 1.756226977411850132e-04 1.170133726667095475e+00 -6.363720378163308621e-04 3.000000000000000000e+00
2.135145617369386128e-01 6.203054063182530551e-04 6.619810702328177881e-04 6.384112612736721822e-05 2.699451507010580149e-05 -6.098985898191686683e-01 2.528907473653674277e-04 1.170104579078576901e+00 -7.636201387935068630e-04 3.000000000000000000e+00
2.491003220264283724e-01 6.202362011162350234e-04 6.619000941009464244e-04 6.381976094939895822e-05 4.286314403707883338e-05 -6.098397140106603942e-01 3.442028570644419276e-04 1.170070134159006070e+00 -8.908538932591326129e-04 3.000000000000000000e+00
2.846860823159181320e-01 6.201563453971826057e-04 6.618066588958539196e-04 6.379511364523250162e-05 6.397688407624049051e-05 -6.097717833640190488e-01 4.495566853927778959e-04 1.170030393023505644e+00 -1.018070903150017923e-03 3.000000000000000000e+00
3.202718426054079193e-01 6.200658376324944465e-04 6.617007640984705688e-04 6.376718628200940455e-05 9.108334355879574664e-05 -6.096947991563685942e-01 5.689495285461605234e-04 1.169985356958910705e+00 -1.145268768630140505e-03 3.000000000000000000e+00
3.558576028948976511e-01 6.199646760888911185e-04 6.615824091195432249e-04 6.373598120229874463e-05 1.249294535238004060e-04 -6.096087628357180765e-01 7.023783193781037463e-04 1.169935027423796514e+00 -1.272445087367929818e-03 3.000000000000000000e+00
3.914433631843874384e-01 6.198528588280552767e-04 6.614515932992291562e-04 6.370150102401451835e-05 1.662613829815939338e-04 -6.095136760211585791e-01 8.498396263041980850e-04 1.169879406048522030e+00 -1.399597454038742188e-03 3.000000000000000000e+00
4.270291234738772257e-01 6.197303837062380924e-04 6.613083159066511984e-04 6.366374864032643829e-05 2.158244542065123933e-04 -6.094095405030899304e-01 1.011329652086499428e-03 1.169818494635282757e+00 -1.526723459908833251e-03 3.000000000000000000e+00
4.626148837633669575e-01 6.195972483738301263e-04 6.611525761394134414e-04 6.362272721956289707e-05 2.743630580176256045e-04 -6.092963582434787195e-01 1.186844232492043029e-03 1.169752295158172917e+00 -1.653820692452318648e-03 3.000000000000000000e+00
4.982006440528567448e-01 6.194534502748912184e-04 6.609843731230710543e-04 6.357844020510546089e-05 3.426205690465379951e-04 -6.091741313761400711e-01 1.376378834824876262e-03 1.169680809763254281e+00 -1.780886734983775418e-03 3.000000000000000000e+00
5.337864043423464766e-01 6.192989866466410212e-04 6.608037059105555501e-04 6.353089131527444558e-05 4.213392609904251392e-04 -6.090428622070471754e-01 1.579928556328859040e-03 1.169604040768631226e+00 -1.907919166295540163e-03 3.000000000000000000e+00
5.693721646318362639e-01 6.191338545189083338e-04 6.606105734815538632e-04 6.348008454320566989e-05 5.112602218495477732e-04 -6.089025532146656872e-01 1.797488122461460324e-03 1.169521990664533773e+00 -2.034915560299056271e-03 3.000000000000000000e+00
6.049579249213260512e-01 6.189580507135378261e-04 6.604049747418397212e-04 6.342602415671820992e-05 6.131232691476028911e-04 -6.087532070503143267e-01 2.029051885037858570e-03 1.169434662113405077e+00 -2.161873485666683439e-03 3.000000000000000000e+00
6.405436852108158385e-01 6.187715718437564313e-04 6.601869085225590484e-04 6.336871469817310053e-05 7.276668651338353069e-04 -6.085948265385501266e-01 2.274613820244631313e-03 1.169342057949996239e+00 -2.288790505473985333e-03 3.000000000000000000e+00
